Vehicle,Days,Distance,HardBrakes,HardAccelerations,NightTime_Pct,VehicleType,Loss
7245,365,8354,113,22,0.02,SUV,0
7246,365,13548,241,79,0.008,SUV,1
7247,365,17170,155,764,0.015,SUV,0
7248,365,15034,128,67,0.118,Truck,0
7249,365,12967,516,7,0.023,Truck,0
7250,365,16438,106,23,0.015,Truck,1
7251,365,13411,215,114,0.001,Car,0
7252,365,14548,208,50,0,SUV,0
7253,365,12041,65,61,0,SUV,0
7254,365,9282,350,3,0.179,Car,1
7255,365,11020,236,2,0.002,Truck,0
7256,365,12011,241,683,0.036,Car,0
7257,365,20092,206,253,0.006,SUV,0
7258,365,12144,69,30,0,Truck,0
7259,365,12993,130,3,0,SUV,1
7260,365,13657,253,375,0.019,Car,0
7261,365,10723,59,30,0.078,Truck,0
7262,365,8489,56,2,0.035,SUV,0
7263,365,12270,187,120,0,SUV,0
7264,365,11501,76,134,0.13,Car,0
7265,365,17732,241,101,0.028,Car,1
7266,365,7911,100,62,0.005,Car,0
7267,365,20078,62,340,0,Car,1
7268,365,11658,386,91,0.073,Car,0
7269,365,8197,253,4,0.02,Car,0
7270,365,14530,210,15,0.007,SUV,0
7271,365,18733,40,86,0,Minivan,0
7272,365,17919,323,1,0.002,SUV,0
7273,365,13629,1,78,0.003,Truck,0
7274,365,17092,763,62,0,Truck,0
7275,365,18847,91,41,0.138,SUV,0
7276,365,8202,21,58,0.001,SUV,0
7277,365,12283,19,15,0.002,Truck,0
7278,365,9634,151,31,0.01,Truck,0
7279,365,14324,32,149,0,Car,0
7280,365,12735,538,12,0.003,Truck,0
7281,365,20050,138,101,0.002,SUV,0
7282,365,15124,203,3,0.019,Truck,0
7283,365,16586,501,191,0.126,Truck,0
7284,365,16309,13,328,0.001,SUV,0
7285,365,13548,104,108,0,Truck,0
7286,365,10639,67,43,0.075,Car,0
7287,365,20494,77,19,0.023,Car,0
7288,365,17255,115,19,0,Truck,0
7289,365,12884,222,11,0.002,Truck,0
7290,365,18578,172,0,0.064,Truck,0
7291,365,10229,11,142,0.088,Truck,0
7292,365,12391,37,60,0.001,Car,0
7293,365,13316,95,5,0,SUV,0
7294,365,7876,66,0,0.012,Truck,0
7295,365,13607,263,425,0,SUV,0
7296,365,9169,10,48,0.036,Truck,0
7297,365,16223,871,8,0.007,Truck,0
7298,365,17995,144,38,0.001,Minivan,0
7299,365,9809,92,8,0.027,Truck,0
7300,365,7923,147,4,0.007,Truck,0
7301,365,10365,49,45,0,Car,1
7302,365,12700,170,158,0.038,Car,0
7303,365,8797,59,118,0.062,Truck,1
7304,365,8550,237,22,0,SUV,0
7305,365,13682,89,88,0,SUV,0
7306,365,14747,56,6,0,Truck,0
7307,365,9520,50,3,0,Truck,0
7308,365,10516,22,4,0.043,Car,0
7309,365,17693,196,182,0.009,SUV,0
7310,365,11341,17,6,0,Car,0
7311,365,8374,168,169,0.04,SUV,0
7312,365,7162,127,3,0.001,Car,0
7313,365,14471,3995,966,0.007,Car,0
7314,365,9629,40,25,0.039,SUV,0
7315,365,25842,124,219,0,Car,1
7316,365,12848,175,121,0,Truck,0
7317,365,16168,73,17,0.002,SUV,0
7318,365,13682,8,132,0.068,SUV,0
7319,365,16062,482,10,0.002,Truck,0
7320,365,10359,102,86,0.028,Truck,0
7321,365,14277,12,246,0.038,SUV,1
7322,365,17984,14,23,0.014,Car,0
7323,365,10515,350,95,0.007,Car,0
7324,365,9390,271,2,0.049,Minivan,0
7325,365,9507,22,97,0.014,Truck,0
7326,365,12537,100,48,0,Truck,0
7327,365,9025,35,158,0.001,Car,0
7328,365,8607,84,76,0.041,Minivan,0
7329,365,14587,87,43,0.109,Car,0
7330,365,8639,112,37,0,Car,1
7331,365,13720,51,41,0.032,Car,0
7332,365,8933,51,37,0.009,Car,0
7333,365,11702,515,87,0,Truck,0
7334,365,12121,58,245,0.033,SUV,0
7335,365,19864,92,52,0.019,Car,1
7336,365,14468,48,14,0.01,SUV,0
7337,365,18260,188,1,0.02,Car,0
7338,365,17534,419,341,0.045,Car,0
7339,365,16089,228,16,0.039,Car,0
7340,365,17565,35,122,0.004,Truck,0
7341,365,10212,93,62,0.015,Truck,0
7342,365,13236,113,204,0.001,Car,0
7343,365,20478,163,169,0.005,Minivan,0
7344,365,15260,76,45,0.002,Truck,0
7345,365,18688,150,375,0.019,Truck,0
7346,365,12177,50,8,0,SUV,0
7347,365,10432,240,82,0.001,Car,0
7348,365,11660,124,73,0.03,Truck,0
7349,365,12640,136,24,0.001,Truck,0
7350,365,10854,15,70,0.002,Car,0
7351,365,10135,213,116,0.01,Truck,0
7352,365,11757,308,50,0.038,Truck,0
7353,365,18797,47,27,0.008,SUV,0
7354,365,16149,28,276,0,Car,0
7355,365,19268,196,89,0,SUV,1
7356,365,12501,78,255,0.023,Car,0
7357,365,17505,221,22,0.007,Car,1
7358,365,15942,743,396,0.003,Car,0
7359,365,14411,105,117,0.001,SUV,1
7360,365,15845,88,82,0.01,Truck,0
7361,365,11211,87,128,0.17,Truck,1
7362,365,21280,52,266,0.032,Truck,0
7363,365,16962,24,26,0.003,Truck,0
7364,365,15042,97,162,0,Car,0
7365,365,9830,65,153,0.005,Car,0
7366,365,16680,65,0,0.114,Truck,0
7367,365,8420,236,46,0.034,Truck,0
7368,365,8740,163,26,0.003,Car,0
7369,365,16981,38,42,0.001,Car,1
7370,365,10371,4,42,0,Car,0
7371,365,13519,27,33,0,Truck,0
7372,365,14058,269,121,0,Car,0
7373,365,21941,251,61,0.001,Car,1
7374,365,14266,114,0,0.012,Truck,0
7375,365,11450,134,269,0.022,Car,0
7376,365,15182,398,136,0,Truck,0
7377,365,13133,390,73,0,Car,0
7378,365,13857,4,81,0.16,Car,0
7379,365,15262,197,55,0.002,Car,0
7380,365,10685,40,141,0,Truck,1
7381,365,15836,202,4,0.005,SUV,0
7382,365,13120,275,46,0.112,Car,0
7383,365,12911,58,4,0.012,SUV,0
7384,365,13407,232,11,0,Truck,0
7385,365,16140,132,103,0,Truck,0
7386,365,13827,67,240,0.001,Car,0
7387,365,11515,22,58,0.001,SUV,0
7388,365,13012,187,44,0.034,Truck,0
7389,365,13701,187,0,0.002,Truck,0
7390,365,17918,42,19,0.346,SUV,0
7391,365,16909,156,14,0.036,SUV,1
7392,365,21266,94,165,0.137,Car,0
7393,365,12385,99,40,0.001,Truck,0
7394,365,12939,300,125,0.041,Car,0
7395,365,25694,121,6,0.152,Car,0
7396,365,21809,437,199,0.001,SUV,0
7397,365,8481,73,103,0.037,Car,0
7398,365,16662,244,312,0,SUV,0
7399,365,11363,174,332,0,SUV,0
7400,365,22031,186,409,0.005,Truck,1
7401,365,14871,117,28,0.043,Truck,1
7402,365,8034,130,99,0,Truck,0
7403,365,8688,26,29,0.001,SUV,1
7404,365,9162,81,29,0.075,SUV,0
7405,365,5092,234,34,0,Truck,0
7406,365,7928,230,5,0.029,Truck,0
7407,365,12120,280,45,0.001,Truck,0
7408,365,18704,25,147,0.018,Car,1
7409,365,9895,94,14,0.007,Truck,0
7410,365,15847,547,87,0.033,Car,0
7411,365,19321,176,83,0.009,Car,0
7412,365,14345,153,1,0,Car,0
7413,365,19067,35,432,0.001,Car,0
7414,365,6556,35,120,0,Car,0
7415,365,20454,61,0,0.019,Truck,0
7416,365,12330,53,218,0.007,Car,0
7417,365,13919,43,3,0.02,Truck,0
7418,365,8634,201,87,0,SUV,0
7419,365,21070,136,115,0,Truck,0
7420,365,11618,139,45,0.03,Truck,1
7421,365,15515,164,35,0.08,Truck,0
7422,365,11517,272,40,0,Truck,0
7423,365,16918,144,73,0.006,Car,1
7424,365,18140,197,159,0,Car,0
7425,365,12695,265,488,0.001,Truck,0
7426,365,13602,61,212,0.001,Car,0
7427,365,15710,92,27,0,SUV,0
7428,365,15224,325,21,0.004,Car,0
7429,365,16704,52,13,0.008,SUV,0
7430,365,10910,183,68,0.051,Minivan,1
7431,365,13182,281,113,0.051,Truck,0
7432,365,25326,33,667,0,SUV,0
7433,365,8107,66,77,0.013,Car,0
7434,365,8900,1,124,0.004,Minivan,0
7435,365,12668,12,60,0,Truck,1
7436,365,14760,49,107,0.031,SUV,1
7437,365,12749,195,7,0.001,Truck,0
7438,365,14031,126,46,0,Car,0
7439,365,13388,95,1,0,Truck,0
7440,365,13960,36,183,0.016,Car,0
7441,365,25963,246,159,0.048,Car,0
7442,365,8689,53,6,0,SUV,0
7443,365,10533,169,31,0.001,Truck,1
7444,365,18895,108,78,0.018,SUV,0
7445,365,15318,184,39,0.019,Truck,0
7446,365,13560,42,32,0,Minivan,0
7447,365,10987,33,26,0.025,Car,1
7448,365,24619,456,292,0.18,Truck,0
7449,365,8279,63,18,0.307,SUV,0
7450,365,10891,39,194,0.002,Car,0
7451,365,16935,136,8,0.029,Minivan,0
7452,365,12157,41,242,0.059,Truck,0
7453,365,14322,284,27,0.007,Minivan,1
7454,365,6042,4,46,0.01,Car,0
7455,365,11041,43,408,0,Truck,0
7456,365,15977,218,1,0.012,Car,0
7457,365,8600,119,38,0.001,SUV,0
7458,365,9018,55,14,0.013,Truck,0
7459,365,10778,34,267,0.034,Truck,0
7460,365,13137,84,279,0.04,Car,0
7461,365,14265,65,10,0.001,Truck,0
7462,365,9449,262,8,0.002,Car,0
7463,365,14069,137,18,0,Car,0
7464,365,18059,411,34,0.03,Truck,0
7465,365,23458,246,48,0.004,Truck,0
7466,365,14350,39,41,0.004,Truck,0
7467,365,7897,157,3,0.001,Car,0
7468,365,17314,234,26,0,Truck,0
7469,365,10933,111,32,0.002,Car,0
7470,365,7965,78,5,0.008,Truck,0
7471,365,11102,45,21,0.002,Truck,0
7472,365,12341,444,149,0.004,SUV,0
7473,365,14526,420,31,0.098,SUV,0
7474,365,12791,752,86,0.002,SUV,0
7475,365,16703,821,258,0.003,Truck,0
7476,365,19909,12,3,0,SUV,0
7477,365,13779,80,374,0.101,Car,0
7478,365,10853,180,52,0.011,Car,0
7479,365,7373,27,106,0,Truck,0
7480,365,13699,1,574,0.027,Truck,0
7481,365,12511,16,76,0,Truck,0
7482,365,20722,572,604,0.019,Truck,0
7483,365,11646,66,311,0.036,SUV,1
7484,365,8257,59,18,0.1,Truck,0
7485,365,8136,2,3,0.004,Car,0
7486,365,12771,159,1,0.226,Truck,0
7487,365,12509,52,287,0.147,Truck,0
7488,365,13967,27,4,0,Car,0
7489,365,18780,206,110,0.009,Car,0
7490,365,20801,610,23,0.002,Car,1
7491,365,10436,62,73,0.185,SUV,0
7492,365,15492,43,241,0.085,SUV,0
7493,365,12151,101,76,0.013,SUV,0
7494,365,15720,162,103,0.011,SUV,0
7495,365,12839,32,62,0.007,Car,0
7496,365,19853,602,10,0.193,Truck,0
7497,365,14485,633,4,0.001,Truck,0
7498,365,11385,62,89,0.006,SUV,0
7499,365,7828,32,128,0.039,SUV,0
7500,365,28182,36,86,0.003,Car,1
7501,365,10715,105,160,0.002,Truck,0
7502,365,13844,82,59,0.072,Car,0
7503,365,20384,251,176,0.004,SUV,0
7504,365,14664,163,388,0.083,Car,1
7505,365,14148,8,107,0.062,Truck,0
7506,365,15084,73,124,0.003,Truck,0
7507,365,17138,402,187,0,Truck,0
7508,365,16392,155,105,0.002,Truck,1
7509,365,12799,160,16,0.03,Truck,1
7510,365,24765,284,154,0.003,Car,0
7511,365,11615,50,21,0.065,Truck,0
7512,365,20888,415,53,0.076,SUV,0
7513,365,16367,92,5,0.001,Car,0
7514,365,19304,587,8,0.001,Car,0
7515,365,16943,38,264,0.018,Truck,0
7516,365,16257,281,145,0,Car,0
7517,365,14879,115,3,0.065,Truck,0
7518,365,17534,200,80,0.023,Truck,0
7519,365,24996,364,431,0.038,Truck,0
7520,365,16189,238,269,0.005,Car,0
7521,365,3930,48,77,0.001,Truck,0
7522,365,13721,51,0,0.081,SUV,0
7523,365,14677,227,87,0,Truck,0
7524,365,21559,143,95,0.121,Car,0
7525,365,13817,332,47,0,Truck,0
7526,365,15305,611,370,0,Car,0
7527,365,30071,32,240,0.017,Car,0
7528,365,22361,106,17,0.001,Truck,0
7529,365,15946,158,2,0.125,Truck,0
7530,365,20856,473,261,0,SUV,0
7531,365,15211,18,379,0.002,Car,0
7532,365,16712,516,25,0.008,Truck,0
7533,365,5876,69,15,0.007,Truck,0
7534,365,11864,12,45,0.011,Truck,0
7535,365,7147,55,26,0,SUV,0
7536,365,10277,112,47,0.04,Truck,0
7537,365,13188,173,273,0.256,Truck,0
7538,365,12516,40,8,0,Car,0
7539,365,19287,702,32,0,SUV,0
7540,365,15278,59,49,0,SUV,0
7541,365,14962,354,0,0.105,Truck,0
7542,365,14155,33,26,0,Truck,0
7543,365,13689,98,8,0.001,Car,0
7544,365,9512,79,247,0,Truck,0
7545,365,21887,52,7,0.043,Minivan,0
7546,365,13640,88,309,0.123,Car,0
7547,365,8611,50,89,0.006,Car,0
7548,365,11870,19,59,0.055,Truck,1
7549,365,17323,204,71,0,Truck,0
7550,365,15555,99,18,0.023,SUV,0
7551,365,16739,119,125,0.01,SUV,0
7552,365,13208,123,11,0.018,SUV,0
7553,365,13369,40,24,0,Truck,1
7554,365,10887,171,63,0.025,SUV,0
7555,365,12927,49,231,0.002,Truck,0
7556,365,18378,443,53,0,Truck,0
7557,365,7436,113,3,0.008,SUV,0
7558,365,7264,50,17,0.036,SUV,1
7559,365,18820,71,92,0.136,SUV,0
7560,365,10327,78,51,0,Truck,0
7561,365,7883,152,5,0,Truck,0
7562,365,8773,115,16,0,Truck,0
7563,365,14129,583,25,0.022,Minivan,0
7564,365,14225,172,199,0,Truck,0
7565,365,5689,12,102,0.009,Car,0
7566,365,13713,40,13,0.073,SUV,0
7567,365,18519,568,127,0.003,SUV,1
7568,365,9784,64,194,0.033,Truck,0
7569,365,15994,130,81,0,Car,0
7570,365,14122,0,0,0.058,Truck,1
7571,365,10982,98,13,0,Car,0
7572,365,8160,22,120,0.009,SUV,0
7573,365,10902,21,64,0.001,SUV,1
7574,365,11578,131,11,0.027,Car,0
7575,365,10422,263,10,0.078,Truck,0
7576,365,14081,149,45,0.008,Minivan,0
7577,365,18658,910,176,0.003,Car,0
7578,365,11390,143,91,0.008,Minivan,0
7579,365,10225,152,33,0.061,Car,0
7580,365,11835,170,13,0.001,Car,0
7581,365,12273,55,99,0.069,Car,0
7582,365,17524,82,111,0,Car,0
7583,365,15432,144,128,0.034,SUV,0
7584,365,11127,87,143,0.078,Minivan,0
7585,365,6935,9,17,0.01,Car,0
7586,365,8748,16,29,0.015,Truck,0
7587,365,21509,213,291,0.137,SUV,0
7588,365,6175,2,78,0.007,Truck,0
7589,365,12495,76,67,0.004,Truck,0
7590,365,12593,9228,1718,0.032,Car,1
7591,365,6586,91,33,0,Car,0
7592,365,15736,276,30,0.003,Car,0
7593,365,8330,63,70,0.005,Car,0
7594,365,8578,121,87,0,Truck,0
7595,365,8790,219,3,0.068,Truck,1
7596,365,13199,36,100,0.202,Truck,0
7597,365,11365,164,51,0.002,Truck,0
7598,365,19546,22,583,0.004,Truck,1
7599,365,18385,51,28,0.002,Minivan,1
7600,365,13327,92,132,0.007,SUV,0
7601,365,13989,55,128,0.057,Car,0
7602,365,13476,4,102,0,SUV,0
7603,365,8239,8,106,0,Truck,0
7604,365,13528,37,35,0.104,SUV,0
7605,365,18875,176,84,0,Truck,0
7606,365,10905,108,150,0.022,SUV,0
7607,365,26577,511,45,0.001,SUV,0
7608,365,9266,318,128,0.004,Car,0
7609,365,16365,40,32,0.007,SUV,0
7610,365,9471,56,63,0.018,SUV,0
7611,365,7020,24,109,0.055,SUV,0
7612,365,15721,412,30,0.001,Car,0
7613,365,18251,97,17,0,SUV,1
7614,365,11790,55,101,0.006,Car,0
7615,365,16784,28,137,0.003,SUV,0
7616,365,14513,23,71,0.046,Minivan,0
7617,365,17577,129,45,0.023,Car,0
7618,365,20118,173,6,0.005,SUV,0
7619,365,11755,167,57,0.007,Truck,0
7620,365,5720,2,20,0.011,SUV,0
7621,365,13369,10,33,0.08,Car,0
7622,365,16987,99,263,0.001,Truck,0
7623,365,19189,537,28,0.001,SUV,0
7624,365,13268,43,19,0,Truck,0
7625,365,7004,10,38,0.069,SUV,0
7626,365,11354,81,85,0.027,Truck,1
7627,365,11355,48,9,0.036,Car,0
7628,365,10700,30,48,0.029,Truck,0
7629,365,19651,185,390,0,Truck,0
7630,365,16542,611,184,0,Car,0
7631,365,12828,83,86,0.006,Truck,0
7632,365,14070,209,11,0,SUV,1
7633,365,22228,1500,141,0.003,Car,0
7634,365,10594,101,44,0.133,Minivan,0
7635,365,23076,26,19,0,Car,0
7636,365,16786,65,277,0.001,Truck,0
7637,365,13541,34,11,0,Car,0
7638,365,25023,149,519,0.078,Truck,1
7639,365,5928,121,116,0,Car,0
7640,365,4620,16,41,0.07,SUV,0
7641,365,14288,34,69,0.028,SUV,0
7642,365,10925,14,70,0.003,SUV,1
7643,365,22624,82,393,0.006,Car,1
7644,365,11510,15,231,0.024,Truck,0
7645,365,20747,320,267,0,Truck,0
7646,365,8915,130,47,0.028,Car,0
7647,365,15013,302,224,0.04,Car,0
7648,365,15103,515,189,0.091,SUV,0
7649,365,12700,59,39,0,Truck,0
7650,365,13592,137,166,0.001,Truck,1
7651,365,11290,138,61,0,Truck,1
7652,365,15045,345,151,0.006,Truck,0
7653,365,18288,326,238,0.448,Truck,0
7654,365,27747,535,46,0,Truck,0
7655,365,17969,515,161,0.018,SUV,0
7656,365,21338,432,149,0.088,SUV,1
7657,365,18002,130,11,0.051,Truck,0
7658,365,11987,112,143,0.003,Truck,0
7659,365,11336,505,43,0.01,Car,0
7660,365,16623,336,208,0.04,SUV,0
7661,365,7816,64,33,0,SUV,0
7662,365,18478,186,30,0.007,Truck,0
7663,365,8903,44,33,0.034,Truck,0
7664,365,11367,5,69,0.049,Car,0
7665,365,7397,152,3,0,Car,0
7666,365,12840,126,13,0.008,Car,0
7667,365,9241,145,2,0.287,SUV,1
7668,365,13238,194,94,0.002,Truck,0
7669,365,17561,114,62,0.06,SUV,1
7670,365,17649,82,62,0.037,SUV,0
7671,365,12086,22,16,0.009,Truck,0
7672,365,17367,617,18,0.019,Truck,0
7673,365,21418,212,158,0.012,Truck,0
7674,365,11067,138,53,0.001,SUV,0
7675,365,10520,7,460,0.015,Minivan,0
7676,365,19002,37,96,0,Car,1
7677,365,14186,5,61,0.013,SUV,0
7678,365,12547,262,480,0,SUV,0
7679,365,12229,187,200,0.267,SUV,1
7680,365,11629,160,13,0.004,Car,0
7681,365,13108,391,40,0.006,Minivan,0
7682,365,13665,24,41,0.02,Truck,0
7683,365,10281,81,200,0.047,Truck,0
7684,365,8894,4,50,0.002,Truck,1
7685,365,18173,148,110,0.084,Minivan,0
7686,365,17761,533,271,0,Truck,1
7687,365,17966,442,55,0,Truck,0
7688,365,13811,123,25,0.057,Minivan,0
7689,365,16358,35,41,0.01,Car,0
7690,365,9489,97,87,0.007,Car,0
7691,365,9006,185,35,0.147,Truck,0
7692,365,7222,15,69,0,Truck,0
7693,365,9515,194,11,0.001,Truck,0
7694,365,10837,322,21,0.05,Minivan,0
7695,365,14106,24,167,0.034,Truck,1
7696,365,8086,114,7,0.114,Car,0
7697,365,13371,59,118,0.001,Car,0
7698,365,16240,66,198,0.002,SUV,0
7699,365,11406,249,111,0.026,Car,0
7700,365,16734,80,148,0,SUV,0
7701,365,9659,36,2,0,Minivan,0
7702,365,14369,590,68,0.004,Truck,1
7703,365,24146,2,104,0.143,Car,0
7704,365,18022,10,5,0.013,Truck,0
7705,365,6259,19,16,0.003,Truck,0
7706,365,13460,0,150,0,Truck,0
7707,365,17900,300,82,0.001,Car,0
7708,365,16189,56,39,0.053,SUV,0
7709,365,16183,124,25,0.001,Truck,0
7710,365,21241,305,471,0.053,Truck,0
7711,365,8039,92,97,0.009,SUV,0
7712,365,15173,40,7,0.016,Truck,1
7713,365,11818,167,482,0.048,Truck,0
7714,365,15324,285,79,0.105,Truck,0
7715,365,20740,196,99,0,Truck,0
7716,365,11581,58,39,0.001,Truck,0
7717,365,11606,220,70,0.003,Truck,0
7718,365,12314,43,228,0.003,Car,0
7719,365,15874,46,23,0,Truck,0
7720,365,7887,72,137,0,Car,0
7721,365,6950,9,52,0.088,Truck,0
7722,365,10155,78,88,0,SUV,0
7723,365,17150,101,14,0.002,Truck,0
7724,365,14137,240,67,0,SUV,0
7725,365,11441,80,125,0.03,SUV,0
7726,365,19244,925,2,0.038,Truck,0
7727,365,17606,43,35,0,Truck,0
7728,365,15117,4,131,0.048,SUV,0
7729,365,16172,12,34,0,Car,0
7730,365,10390,155,56,0.003,SUV,0
7731,365,12890,36,98,0.094,Truck,0
7732,365,13236,45,91,0.014,Minivan,0
7733,365,21536,108,95,0.084,Truck,0
7734,365,15855,27,57,0,Car,0
7735,365,13921,184,40,0.116,SUV,0
7736,365,11591,219,100,0,Car,0
7737,365,8368,53,62,0.058,Truck,0
7738,365,20112,64,17,0.02,Car,0
7739,365,5791,9,230,0.006,SUV,0
7740,365,18615,37,127,0,Truck,0
7741,365,11015,232,39,0.005,SUV,0
7742,365,17109,329,525,0.015,Truck,0
7743,365,16955,356,275,0.003,Car,0
7744,365,12685,36,105,0.024,SUV,0
7745,365,21893,254,367,0,Truck,1
7746,365,6186,86,36,0.006,Truck,0
7747,365,13376,29,143,0.08,Truck,0
7748,365,20173,97,40,0,Truck,0
7749,365,12768,95,2,0,Truck,0
7750,365,8880,169,144,0.304,Truck,0
7751,365,11115,99,111,0.179,SUV,1
7752,365,14591,181,177,0.001,SUV,0
7753,365,9625,3,32,0,Truck,0
7754,365,13316,171,14,0.006,SUV,0
7755,365,12314,232,0,0.045,Car,0
7756,365,11650,199,83,0,Truck,0
7757,365,8838,174,35,0.226,Car,0
7758,365,14873,169,105,0.003,SUV,0
7759,365,15191,18,9,0.042,Truck,0
7760,365,11714,355,243,0.089,Car,0
7761,365,11777,20,33,0.022,Truck,0
7762,365,16120,118,115,0,Truck,0
7763,365,12025,206,28,0.002,Truck,0
7764,365,5269,55,38,0.022,Car,0
7765,365,14754,83,278,0,Minivan,0
7766,365,12392,107,21,0.037,Truck,0
7767,365,12538,4,30,0,Truck,0
7768,365,8122,3,22,0,Truck,0
7769,365,11776,114,78,0.001,Truck,0
7770,365,10437,5,25,0.002,Minivan,0
7771,365,7020,61,336,0.18,Truck,0
7772,365,9250,112,9,0,Truck,0
7773,365,6449,156,7,0.007,Truck,0
7774,365,10847,197,4,0,Truck,0
7775,365,18137,199,211,0,Truck,0
7776,365,14515,140,82,0.007,SUV,0
7777,365,14590,140,4,0.013,SUV,0
7778,365,18509,266,382,0.039,Car,0
7779,365,8281,68,5,0.007,Car,0
7780,365,11392,168,354,0.024,Truck,0
7781,365,19578,170,125,0.001,Car,0
7782,365,15706,34,6,0.065,Car,0
7783,365,19719,391,16,0.031,SUV,0
7784,365,16731,9,6,0.012,Truck,0
7785,365,16951,542,176,0.006,Car,0
7786,365,17151,138,200,0.011,Truck,0
7787,365,15152,29,67,0.001,SUV,0
7788,365,13106,213,79,0.003,Car,0
7789,365,9955,3,51,0,SUV,0
7790,365,10479,45,70,0.002,Truck,0
7791,365,23659,76,348,0.001,SUV,0
7792,365,9975,126,17,0.003,Truck,0
7793,365,11861,1,45,0.194,Car,0
7794,365,16963,70,1,0.012,SUV,0
7795,365,12224,86,158,0.003,SUV,1
7796,365,16971,17,0,0.03,SUV,0
7797,365,18891,140,116,0.009,Car,0
7798,365,11597,73,150,0,SUV,0
7799,365,7764,49,96,0.361,Car,0
7800,365,10853,15,8,0.13,Truck,0
7801,365,9199,159,12,0,Minivan,0
7802,365,7113,16,2,0,SUV,0
7803,365,19025,136,206,0.2,Car,0
7804,365,13966,194,41,0,Truck,0
7805,365,21362,60,201,0.004,Truck,1
7806,365,23208,743,340,0,Truck,0
7807,365,21039,29,157,0.085,Truck,1
7808,365,15736,291,24,0.01,Truck,0
7809,365,9125,90,228,0.074,Car,0
7810,365,18483,346,4,0,Truck,0
7811,365,9559,18,24,0.002,Truck,0
7812,365,14158,204,7,0.002,Car,0
7813,365,14732,109,98,0,Truck,0
7814,365,17124,152,9,0.032,Car,0
7815,365,7805,106,2,0.038,Car,0
7816,365,14205,47,1,0.01,Car,0
7817,365,21052,44,30,0.1,Truck,1
7818,365,14631,575,48,0.006,Truck,0
7819,365,16878,14,0,0.004,SUV,0
7820,365,12214,52,53,0.01,SUV,1
7821,365,10126,8,155,0.087,Car,0
7822,365,12474,123,11,0.012,Car,0
7823,365,19219,79,13,0,Truck,0
7824,365,19717,97,57,0.001,Car,0
7825,365,16347,69,143,0.075,Truck,0
7826,365,12857,206,79,0.003,SUV,0
7827,365,13200,104,211,0.097,Truck,0
7828,365,10859,4,70,0.01,SUV,0
7829,365,16489,480,95,0,Car,0
7830,365,16652,71,44,0.009,Truck,0
7831,365,20442,588,140,0.005,Truck,0
7832,365,8628,2,53,0.012,Truck,0
7833,365,18799,25,76,0.023,Car,0
7834,365,20553,706,397,0,Truck,0
7835,365,9775,43,86,0.003,Car,0
7836,365,14097,467,105,0,Minivan,0
7837,365,6864,32,54,0.083,SUV,0
7838,365,8816,225,116,0.001,SUV,0
7839,365,12458,4,78,0,Car,0
7840,365,23406,348,103,0,Truck,0
7841,365,18974,37,225,0,SUV,0
7842,365,10467,21,104,0.022,Truck,1
7843,365,9448,13,57,0,SUV,0
7844,365,12309,52,14,0.01,SUV,0
7845,365,9054,269,18,0,Car,0
7846,365,15924,7,6,0.005,Car,0
7847,365,9978,202,304,0.001,Car,0
7848,365,25280,110,46,0.002,Car,0
7849,365,12678,12,109,0,SUV,0
7850,365,13039,17,253,0,Car,0
7851,365,14368,19,272,0.08,Car,0
7852,365,8571,160,141,0,Truck,0
7853,365,11824,2,93,0.001,Truck,1
7854,365,5877,58,27,0.1,SUV,0
7855,365,10229,86,0,0,Truck,0
7856,365,7940,52,227,0.007,Car,0
7857,365,16380,168,49,0.018,Car,0
7858,365,21310,44,36,0,Minivan,0
7859,365,12281,134,38,0.019,Truck,0
7860,365,12932,29,692,0.005,Truck,1
7861,365,15973,218,4,0.039,Truck,0
7862,365,10374,234,10,0.001,SUV,0
7863,365,21373,62,67,0,Car,1
7864,365,11376,59,85,0,Truck,0
7865,365,12816,53,16,0.095,Car,0
7866,365,9670,165,5,0.035,Car,1
7867,365,6602,24,32,0.004,Car,0
7868,365,16120,66,96,0.004,SUV,0
7869,365,14009,101,90,0,Minivan,0
7870,365,4672,13,1,0.001,SUV,0
7871,365,14987,832,25,0.004,Car,0
7872,365,10240,34,70,0.018,SUV,0
7873,365,15040,366,21,0.006,Truck,0
7874,365,17444,288,3,0.012,Truck,0
7875,365,15719,153,66,0.046,SUV,0
7876,365,12157,59,35,0.002,Car,1
7877,365,18690,3,223,0.043,Truck,0
7878,365,15810,237,66,0.033,Car,1
7879,365,15248,62,9,0.01,Truck,0
7880,365,15351,95,75,0.003,Truck,0
7881,365,11112,49,90,0.002,SUV,0
7882,365,11100,65,147,0,Car,0
7883,365,5126,6,23,0,Truck,0
7884,365,12432,139,15,0,Truck,0
7885,365,11906,446,91,0.002,Truck,0
7886,365,13344,99,52,0.011,Truck,0
7887,365,14401,219,118,0.033,Truck,0
7888,365,26987,305,110,0.035,Truck,0
7889,365,24533,273,276,0.013,Car,0
7890,365,14785,13,29,0.002,SUV,0
7891,365,12324,137,61,0.02,SUV,1
7892,365,28412,169,215,0.001,SUV,0
7893,365,18122,321,375,0.012,SUV,0
7894,365,8942,33,2,0.277,Minivan,0
7895,365,21976,185,70,0.001,Truck,0
7896,365,13403,102,353,0.052,SUV,0
7897,365,12332,7,132,0.11,Car,0
7898,365,22625,142,45,0.119,Truck,0
7899,365,16586,13,0,0.003,SUV,1
7900,365,12176,23,12,0.027,Car,0
